dataset,fold,model,meta_fold,subject_id,delta_future_loss,positive_harm,harmed,pseudo_future_role
WBCIC,3,M0,3,44,0.0003974735736846924,0.0003974735736846924,True,True
WBCIC,3,M0,4,5,4.3973326683044434e-05,4.3973326683044434e-05,True,True
WBCIC,3,M0,4,11,-0.00019022822380065918,0.0,False,True
WBCIC,3,M0,4,13,1.400243490934372e-05,1.400243490934372e-05,True,True
WBCIC,3,M0,4,29,3.9637088775634766e-06,3.9637088775634766e-06,True,True
WBCIC,3,M0,4,37,0.00014677643775939941,0.00014677643775939941,True,True
WBCIC,3,M1,0,16,-0.0003744959831237793,0.0,False,True
WBCIC,3,M1,0,18,-7.584691047668457e-06,0.0,False,True
WBCIC,3,M1,0,25,-7.711350917816162e-07,0.0,False,True
WBCIC,3,M1,0,27,-0.00016391277313232422,0.0,False,True
WBCIC,3,M1,0,36,3.082677721977234e-06,3.082677721977234e-06,True,True
WBCIC,3,M1,1,2,-0.00019752979278564453,0.0,False,True
WBCIC,3,M1,1,21,-0.0007959306240081787,0.0,False,True
WBCIC,3,M1,1,22,0.0006407499313354492,0.0006407499313354492,True,True
WBCIC,3,M1,1,26,-1.7811544239521027e-07,0.0,False,True
WBCIC,3,M1,1,45,-2.1165236830711365e-05,0.0,False,True
WBCIC,3,M1,2,1,4.3958425521850586e-05,4.3958425521850586e-05,True,True
WBCIC,3,M1,2,3,0.00020029395818710327,0.00020029395818710327,True,True
WBCIC,3,M1,2,28,-1.2308359146118164e-05,0.0,False,True
WBCIC,3,M1,2,34,0.0001869499683380127,0.0001869499683380127,True,True
WBCIC,3,M1,2,49,7.282942533493042e-07,7.282942533493042e-07,True,True
WBCIC,3,M1,3,9,0.000126570463180542,0.000126570463180542,True,True
WBCIC,3,M1,3,19,0.00024509429931640625,0.00024509429931640625,True,True
WBCIC,3,M1,3,33,4.7013163566589355e-06,4.7013163566589355e-06,True,True
WBCIC,3,M1,3,35,-0.0005372762680053711,0.0,False,True
WBCIC,3,M1,3,44,0.0002665221691131592,0.0002665221691131592,True,True
WBCIC,3,M1,4,5,2.8667040169239044e-05,2.8667040169239044e-05,True,True
WBCIC,3,M1,4,11,-0.00010883808135986328,0.0,False,True
WBCIC,3,M1,4,13,1.202896237373352e-05,1.202896237373352e-05,True,True
WBCIC,3,M1,4,29,-5.111098289489746e-06,0.0,False,True
WBCIC,3,M1,4,37,7.393956184387207e-05,7.393956184387207e-05,True,True
WBCIC,3,M2,0,16,-0.0005181431770324707,0.0,False,True
WBCIC,3,M2,0,18,2.3037195205688477e-05,2.3037195205688477e-05,True,True
WBCIC,3,M2,0,25,-1.1264346539974213e-06,0.0,False,True
WBCIC,3,M2,0,27,-0.00012689828872680664,0.0,False,True
WBCIC,3,M2,0,36,1.5401281416416168e-05,1.5401281416416168e-05,True,True
WBCIC,3,M2,1,2,-0.0006123781204223633,0.0,False,True
WBCIC,3,M2,1,21,-0.0010764598846435547,0.0,False,True
WBCIC,3,M2,1,22,0.0006858706474304199,0.0006858706474304199,True,True
WBCIC,3,M2,1,26,7.124617695808411e-07,7.124617695808411e-07,True,True
WBCIC,3,M2,1,45,-1.4355406165122986e-05,0.0,False,True
WBCIC,3,M2,2,1,-2.8342008590698242e-05,0.0,False,True
WBCIC,3,M2,2,3,0.00018531084060668945,0.00018531084060668945,True,True
WBCIC,3,M2,2,28,0.00014229118824005127,0.00014229118824005127,True,True
WBCIC,3,M2,2,34,0.00011068582534790039,0.00011068582534790039,True,True
WBCIC,3,M2,2,49,-3.713369369506836e-05,0.0,False,True
WBCIC,3,M2,3,9,9.373761713504791e-05,9.373761713504791e-05,True,True
WBCIC,3,M2,3,19,0.00030094385147094727,0.00030094385147094727,True,True
WBCIC,3,M2,3,33,5.1528215408325195e-05,5.1528215408325195e-05,True,True
WBCIC,3,M2,3,35,-0.0008866786956787109,0.0,False,True
WBCIC,3,M2,3,44,0.0003269314765930176,0.0003269314765930176,True,True
WBCIC,3,M2,4,5,2.4197623133659363e-05,2.4197623133659363e-05,True,True
WBCIC,3,M2,4,11,-6.256997585296631e-05,0.0,False,True
WBCIC,3,M2,4,13,1.495610922574997e-05,1.495610922574997e-05,True,True
WBCIC,3,M2,4,29,4.182755947113037e-05,4.182755947113037e-05,True,True
WBCIC,3,M2,4,37,0.0001526474952697754,0.0001526474952697754,True,True
WBCIC,4,M0,0,6,-2.5511719286441803e-05,0.0,False,True
WBCIC,4,M0,0,13,-0.00010310113430023193,0.0,False,True
WBCIC,4,M0,0,25,-3.6838464438915253e-06,0.0,False,True
WBCIC,4,M0,0,26,2.2327527403831482e-05,2.2327527403831482e-05,True,True
WBCIC,4,M0,0,38,1.189112663269043e-05,1.189112663269043e-05,True,True
WBCIC,4,M0,1,9,0.00010512769222259521,0.00010512769222259521,True,True
WBCIC,4,M0,1,27,9.840726852416992e-05,9.840726852416992e-05,True,True
WBCIC,4,M0,1,30,-6.809365004301071e-06,0.0,False,True
WBCIC,4,M0,1,31,6.073713302612305e-05,6.073713302612305e-05,True,True
WBCIC,4,M0,1,36,8.841603994369507e-05,8.841603994369507e-05,True,True
WBCIC,4,M0,2,29,-0.00015398859977722168,0.0,False,True
WBCIC,4,M0,2,41,-8.889473974704742e-07,0.0,False,True
WBCIC,4,M0,2,44,0.000453948974609375,0.000453948974609375,True,True
WBCIC,4,M0,2,45,5.261041224002838e-06,5.261041224002838e-06,True,True
WBCIC,4,M0,2,49,-5.982443690299988e-05,0.0,False,True
WBCIC,4,M0,3,11,-0.0002790391445159912,0.0,False,True
WBCIC,4,M0,3,18,5.492568016052246e-05,5.492568016052246e-05,True,True
WBCIC,4,M0,3,22,0.00014978647232055664,0.00014978647232055664,True,True
WBCIC,4,M0,3,24,-6.958842277526855e-05,0.0,False,True
WBCIC,4,M0,3,34,5.453824996948242e-05,5.453824996948242e-05,True,True
WBCIC,4,M0,4,2,0.00024700164794921875,0.00024700164794921875,True,True
WBCIC,4,M0,4,23,-8.93324613571167e-05,0.0,False,True
WBCIC,4,M0,4,35,0.00018095970153808594,0.00018095970153808594,True,True
WBCIC,4,M0,4,42,-8.937716484069824e-05,0.0,False,True
WBCIC,4,M1,0,6,-1.143803820014e-05,0.0,False,True
WBCIC,4,M1,0,13,-8.008070290088654e-05,0.0,False,True
WBCIC,4,M1,0,25,-4.810746759176254e-06,0.0,False,True
WBCIC,4,M1,0,26,5.8747828006744385e-06,5.8747828006744385e-06,True,True
WBCIC,4,M1,0,38,1.1056661605834961e-05,1.1056661605834961e-05,True,True
WBCIC,4,M1,1,9,0.0002546757459640503,0.0002546757459640503,True,True
WBCIC,4,M1,1,27,3.0934810638427734e-05,3.0934810638427734e-05,True,True
WBCIC,4,M1,1,30,-1.0337680578231812e-05,0.0,False,True
WBCIC,4,M1,1,31,0.00011567026376724243,0.00011567026376724243,True,True
WBCIC,4,M1,1,36,2.034730277955532e-05,2.034730277955532e-05,True,True
WBCIC,4,M1,2,29,-0.00017121434211730957,0.0,False,True
WBCIC,4,M1,2,41,-2.6070047169923782e-06,0.0,False,True
WBCIC,4,M1,2,44,0.000545203685760498,0.000545203685760498,True,True
WBCIC,4,M1,2,45,1.1112075299024582e-05,1.1112075299024582e-05,True,True
WBCIC,4,M1,2,49,-9.501725435256958e-05,0.0,False,True
WBCIC,4,M1,3,11,-0.00028443336486816406,0.0,False,True
WBCIC,4,M1,3,18,0.00017005205154418945,0.00017005205154418945,True,True
WBCIC,4,M1,3,22,1.8835067749023438e-05,1.8835067749023438e-05,True,True
WBCIC,4,M1,3,24,-0.00023323297500610352,0.0,False,True
WBCIC,4,M1,3,34,8.07642936706543e-05,8.07642936706543e-05,True,True
WBCIC,4,M1,4,2,-3.9458274841308594e-05,0.0,False,True
WBCIC,4,M1,4,23,-2.905726432800293e-07,0.0,False,True
WBCIC,4,M1,4,35,5.894899368286133e-05,5.894899368286133e-05,True,True
WBCIC,4,M1,4,42,-2.8613954782485962e-05,0.0,False,True
WBCIC,4,M2,0,6,-1.19074247777462e-05,0.0,False,True
WBCIC,4,M2,0,13,-0.0001311562955379486,0.0,False,True
WBCIC,4,M2,0,25,-5.703885108232498e-06,0.0,False,True
WBCIC,4,M2,0,26,3.872904926538467e-06,3.872904926538467e-06,True,True
WBCIC,4,M2,0,38,1.8417835235595703e-05,1.8417835235595703e-05,True,True
WBCIC,4,M2,1,9,0.00018110871315002441,0.00018110871315002441,True,True
WBCIC,4,M2,1,27,4.863739013671875e-05,4.863739013671875e-05,True,True
WBCIC,4,M2,1,30,-1.4098361134529114e-05,0.0,False,True
WBCIC,4,M2,1,31,0.0001237913966178894,0.0001237913966178894,True,True
WBCIC,4,M2,1,36,2.0583625882864e-05,2.0583625882864e-05,True,True
WBCIC,4,M2,2,29,-0.0001707226037979126,0.0,False,True
WBCIC,4,M2,2,41,-2.4319160729646683e-06,0.0,False,True
WBCIC,4,M2,2,44,0.0004588663578033447,0.0004588663578033447,True,True
WBCIC,4,M2,2,45,9.58004966378212e-06,9.58004966378212e-06,True,True
WBCIC,4,M2,2,49,-0.0001536943018436432,0.0,False,True
WBCIC,4,M2,3,11,-0.0003394484519958496,0.0,False,True
WBCIC,4,M2,3,18,0.00032213330268859863,0.00032213330268859863,True,True
WBCIC,4,M2,3,22,-5.602836608886719e-05,0.0,False,True
WBCIC,4,M2,3,24,-0.00033035874366760254,0.0,False,True
WBCIC,4,M2,3,34,7.241964340209961e-05,7.241964340209961e-05,True,True
WBCIC,4,M2,4,2,-0.00021660327911376953,0.0,False,True
WBCIC,4,M2,4,23,6.955116987228394e-05,6.955116987228394e-05,True,True
WBCIC,4,M2,4,35,9.465217590332031e-05,9.465217590332031e-05,True,True
WBCIC,4,M2,4,42,-3.6600977182388306e-05,0.0,False,True
