model,task,fold,seed,checkpoint_path,checkpoint_sha256,normalizer_path,normalizer_sha256,normalizer_artifact_kind,train_subjects,checkpoint_selection_subjects,heldout_subjects,source_sessions,future_session,representation_layer,representation_dimension,checkpoint_source_experiment,selected_epoch,status,errors
ModernTCN,WBCIC_MI,2,0,D:\nips-temp\TotalP\P1\baseline3_runtime\moderntcn\cells\wbcic_mi\fold2_seed0\selected.pt,4f1dcadd5e880263c3f40ae0090d58004179340104f0c51d74367161e449ce9f,D:\nips-temp\TotalP\P1\baseline3_runtime\moderntcn\cells\wbcic_mi\fold2_seed0\record.json::normalizer (hash only; TRAIN reconstruction required),62aeb00a88c0b46dd2feccb299b31c70d26eb2b41e2f808cc18ca646fd088354,recomputed TRAIN-source mean/std; values not persisted,sub-11;sub-12;sub-16;sub-18;sub-22;sub-24;sub-26;sub-27;sub-28;sub-29;sub-35;sub-36;sub-37;sub-41;sub-44;sub-49;sub-5;sub-6;sub-7;sub-9,sub-13;sub-30;sub-45;sub-47;sub-48,sub-10;sub-15;sub-20;sub-39;sub-4;sub-40;sub-43;sub-46;sub-51;sub-8,0;1,2,model.model.model.head_class forward-pre-hook,230144,persist_eeg_moderntcn_4task_3seed_final_v1,20,PASS,
ModernTCN,WBCIC_MI,2,1,D:\nips-temp\TotalP\P1\baseline3_runtime\moderntcn\cells\wbcic_mi\fold2_seed1\selected.pt,64b24d5204c3861d7a7ba8515d7e2c3ff9bfe00ebadb0ef6048634769957de8c,D:\nips-temp\TotalP\P1\baseline3_runtime\moderntcn\cells\wbcic_mi\fold2_seed1\record.json::normalizer (hash only; TRAIN reconstruction required),62aeb00a88c0b46dd2feccb299b31c70d26eb2b41e2f808cc18ca646fd088354,recomputed TRAIN-source mean/std; values not persisted,sub-11;sub-12;sub-16;sub-18;sub-22;sub-24;sub-26;sub-27;sub-28;sub-29;sub-35;sub-36;sub-37;sub-41;sub-44;sub-49;sub-5;sub-6;sub-7;sub-9,sub-13;sub-30;sub-45;sub-47;sub-48,sub-10;sub-15;sub-20;sub-39;sub-4;sub-40;sub-43;sub-46;sub-51;sub-8,0;1,2,model.model.model.head_class forward-pre-hook,230144,persist_eeg_moderntcn_4task_3seed_final_v1,22,PASS,
ModernTCN,WBCIC_MI,2,2,D:\nips-temp\TotalP\P1\baseline3_runtime\moderntcn\cells\wbcic_mi\fold2_seed2\selected.pt,c43275f370eaa3098457219e69256a8340564f4a17564eb335d380124a3f095d,D:\nips-temp\TotalP\P1\baseline3_runtime\moderntcn\cells\wbcic_mi\fold2_seed2\record.json::normalizer (hash only; TRAIN reconstruction required),62aeb00a88c0b46dd2feccb299b31c70d26eb2b41e2f808cc18ca646fd088354,recomputed TRAIN-source mean/std; values not persisted,sub-11;sub-12;sub-16;sub-18;sub-22;sub-24;sub-26;sub-27;sub-28;sub-29;sub-35;sub-36;sub-37;sub-41;sub-44;sub-49;sub-5;sub-6;sub-7;sub-9,sub-13;sub-30;sub-45;sub-47;sub-48,sub-10;sub-15;sub-20;sub-39;sub-4;sub-40;sub-43;sub-46;sub-51;sub-8,0;1,2,model.model.model.head_class forward-pre-hook,230144,persist_eeg_moderntcn_4task_3seed_final_v1,11,PASS,
ModernTCN,WBCIC_MI,3,0,D:\nips-temp\TotalP\P1\baseline3_runtime\moderntcn\cells\wbcic_mi\fold3_seed0\selected.pt,397481566e444b2f9fea0e3b6c2cfcea94ab061f38923e6fa68bb71bd0a29eed,D:\nips-temp\TotalP\P1\baseline3_runtime\moderntcn\cells\wbcic_mi\fold3_seed0\record.json::normalizer (hash only; TRAIN reconstruction required),23765060e5268b3e9d17ac8856fddf0ebee518e507202d3f625e821bc4aa0035,recomputed TRAIN-source mean/std; values not persisted,sub-12;sub-16;sub-22;sub-23;sub-27;sub-28;sub-30;sub-32;sub-34;sub-35;sub-36;sub-37;sub-41;sub-44;sub-45;sub-48;sub-49;sub-5;sub-6;sub-7,sub-1;sub-14;sub-18;sub-50;sub-9,sub-10;sub-15;sub-20;sub-39;sub-4;sub-40;sub-43;sub-46;sub-51;sub-8,0;1,2,model.model.model.head_class forward-pre-hook,230144,persist_eeg_moderntcn_4task_3seed_final_v1,25,PASS,
ModernTCN,WBCIC_MI,3,1,D:\nips-temp\TotalP\P1\baseline3_runtime\moderntcn\cells\wbcic_mi\fold3_seed1\selected.pt,790e78c56ed1ba3a1e546cb9a902931d9cabdf5cbd92dff14f85f762c78c2e12,D:\nips-temp\TotalP\P1\baseline3_runtime\moderntcn\cells\wbcic_mi\fold3_seed1\record.json::normalizer (hash only; TRAIN reconstruction required),23765060e5268b3e9d17ac8856fddf0ebee518e507202d3f625e821bc4aa0035,recomputed TRAIN-source mean/std; values not persisted,sub-12;sub-16;sub-22;sub-23;sub-27;sub-28;sub-30;sub-32;sub-34;sub-35;sub-36;sub-37;sub-41;sub-44;sub-45;sub-48;sub-49;sub-5;sub-6;sub-7,sub-1;sub-14;sub-18;sub-50;sub-9,sub-10;sub-15;sub-20;sub-39;sub-4;sub-40;sub-43;sub-46;sub-51;sub-8,0;1,2,model.model.model.head_class forward-pre-hook,230144,persist_eeg_moderntcn_4task_3seed_final_v1,10,PASS,
ModernTCN,WBCIC_MI,3,2,D:\nips-temp\TotalP\P1\baseline3_runtime\moderntcn\cells\wbcic_mi\fold3_seed2\selected.pt,292da25307172d7e9c010f7c3426249aba32b886e7f57c9c0de17aabe85fc787,D:\nips-temp\TotalP\P1\baseline3_runtime\moderntcn\cells\wbcic_mi\fold3_seed2\record.json::normalizer (hash only; TRAIN reconstruction required),23765060e5268b3e9d17ac8856fddf0ebee518e507202d3f625e821bc4aa0035,recomputed TRAIN-source mean/std; values not persisted,sub-12;sub-16;sub-22;sub-23;sub-27;sub-28;sub-30;sub-32;sub-34;sub-35;sub-36;sub-37;sub-41;sub-44;sub-45;sub-48;sub-49;sub-5;sub-6;sub-7,sub-1;sub-14;sub-18;sub-50;sub-9,sub-10;sub-15;sub-20;sub-39;sub-4;sub-40;sub-43;sub-46;sub-51;sub-8,0;1,2,model.model.model.head_class forward-pre-hook,230144,persist_eeg_moderntcn_4task_3seed_final_v1,14,PASS,
ModernTCN,WBCIC_MI,4,0,D:\nips-temp\TotalP\P1\baseline3_runtime\moderntcn\cells\wbcic_mi\fold4_seed0\selected.pt,8f801072a96ac081aa30c871e44c9b43ee3de4e95dd2dec0a30120256065a45a,D:\nips-temp\TotalP\P1\baseline3_runtime\moderntcn\cells\wbcic_mi\fold4_seed0\record.json::normalizer (hash only; TRAIN reconstruction required),0e862b1cae5aa096f18b8e895fd881156c2b6b7c2f2d2f0b89e97815b1ab0a0e,recomputed TRAIN-source mean/std; values not persisted,sub-1;sub-11;sub-12;sub-14;sub-22;sub-23;sub-24;sub-26;sub-28;sub-29;sub-32;sub-35;sub-37;sub-45;sub-47;sub-49;sub-50;sub-6;sub-7;sub-9,sub-13;sub-18;sub-30;sub-34;sub-44,sub-10;sub-15;sub-20;sub-39;sub-4;sub-40;sub-43;sub-46;sub-51;sub-8,0;1,2,model.model.model.head_class forward-pre-hook,230144,persist_eeg_moderntcn_4task_3seed_final_v1,28,PASS,
ModernTCN,WBCIC_MI,4,1,D:\nips-temp\TotalP\P1\baseline3_runtime\moderntcn\cells\wbcic_mi\fold4_seed1\selected.pt,254c197d3c9668192adf55865d5709f987db66611b4f90c65a95fca980e3cac3,D:\nips-temp\TotalP\P1\baseline3_runtime\moderntcn\cells\wbcic_mi\fold4_seed1\record.json::normalizer (hash only; TRAIN reconstruction required),0e862b1cae5aa096f18b8e895fd881156c2b6b7c2f2d2f0b89e97815b1ab0a0e,recomputed TRAIN-source mean/std; values not persisted,sub-1;sub-11;sub-12;sub-14;sub-22;sub-23;sub-24;sub-26;sub-28;sub-29;sub-32;sub-35;sub-37;sub-45;sub-47;sub-49;sub-50;sub-6;sub-7;sub-9,sub-13;sub-18;sub-30;sub-34;sub-44,sub-10;sub-15;sub-20;sub-39;sub-4;sub-40;sub-43;sub-46;sub-51;sub-8,0;1,2,model.model.model.head_class forward-pre-hook,230144,persist_eeg_moderntcn_4task_3seed_final_v1,10,PASS,
ModernTCN,WBCIC_MI,4,2,D:\nips-temp\TotalP\P1\baseline3_runtime\moderntcn\cells\wbcic_mi\fold4_seed2\selected.pt,db091aad26fcacd19fda0411ecd3475eab2513500627f492f544ad0e47330677,D:\nips-temp\TotalP\P1\baseline3_runtime\moderntcn\cells\wbcic_mi\fold4_seed2\record.json::normalizer (hash only; TRAIN reconstruction required),0e862b1cae5aa096f18b8e895fd881156c2b6b7c2f2d2f0b89e97815b1ab0a0e,recomputed TRAIN-source mean/std; values not persisted,sub-1;sub-11;sub-12;sub-14;sub-22;sub-23;sub-24;sub-26;sub-28;sub-29;sub-32;sub-35;sub-37;sub-45;sub-47;sub-49;sub-50;sub-6;sub-7;sub-9,sub-13;sub-18;sub-30;sub-34;sub-44,sub-10;sub-15;sub-20;sub-39;sub-4;sub-40;sub-43;sub-46;sub-51;sub-8,0;1,2,model.model.model.head_class forward-pre-hook,230144,persist_eeg_moderntcn_4task_3seed_final_v1,12,PASS,
Medformer,OpenBMI_MI,0,0,D:\nips-temp\TotalP\P1\baseline3_runtime\medformer\cells\openbmi_mi\fold0_seed0\selected.pt,be2b88f47edc4392bf4ee2cf2de555829357d6a0e45a4c094568f72d8ef65802,D:\nips-temp\TotalP\P1\baseline3_runtime\medformer\cells\openbmi_mi\fold0_seed0\record.json::normalizer (hash only; TRAIN reconstruction required),b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81,recomputed TRAIN-source mean/std; values not persisted,1;10;16;2;20;21;22;23;27;28;30;31;34;35;40;41;43;44;45;46;48;49;50;52;53;7,11;14;19;26;8;9,12;13;17;18;24;25;29;36;37;39;4;42;51;54,1,2,model.model.projection forward-pre-hook,72576,persist_eeg_medformer_4task_3seed_final_v1,32,PASS,
Medformer,OpenBMI_MI,0,1,D:\nips-temp\TotalP\P1\baseline3_runtime\medformer\cells\openbmi_mi\fold0_seed1\selected.pt,25b2d3ae767ae075026ac230870096c8a3bc1d35a8d914dae188bea8d7e93f31,D:\nips-temp\TotalP\P1\baseline3_runtime\medformer\cells\openbmi_mi\fold0_seed1\record.json::normalizer (hash only; TRAIN reconstruction required),b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81,recomputed TRAIN-source mean/std; values not persisted,1;10;16;2;20;21;22;23;27;28;30;31;34;35;40;41;43;44;45;46;48;49;50;52;53;7,11;14;19;26;8;9,12;13;17;18;24;25;29;36;37;39;4;42;51;54,1,2,model.model.projection forward-pre-hook,72576,persist_eeg_medformer_4task_3seed_final_v1,20,PASS,
Medformer,OpenBMI_MI,0,2,D:\nips-temp\TotalP\P1\baseline3_runtime\medformer\cells\openbmi_mi\fold0_seed2\selected.pt,8ece119b3c16b2b56f7069dfdeb6a77fd84bd30ebeba87ccc6064d06031c9750,D:\nips-temp\TotalP\P1\baseline3_runtime\medformer\cells\openbmi_mi\fold0_seed2\record.json::normalizer (hash only; TRAIN reconstruction required),b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81,recomputed TRAIN-source mean/std; values not persisted,1;10;16;2;20;21;22;23;27;28;30;31;34;35;40;41;43;44;45;46;48;49;50;52;53;7,11;14;19;26;8;9,12;13;17;18;24;25;29;36;37;39;4;42;51;54,1,2,model.model.projection forward-pre-hook,72576,persist_eeg_medformer_4task_3seed_final_v1,25,PASS,
Medformer,OpenBMI_MI,1,0,D:\nips-temp\TotalP\P1\baseline3_runtime\medformer\cells\openbmi_mi\fold1_seed0\selected.pt,e849f5b40529d9515609aebd6b4d052520e05fddfcdf6623de33e45e49c2ae41,D:\nips-temp\TotalP\P1\baseline3_runtime\medformer\cells\openbmi_mi\fold1_seed0\record.json::normalizer (hash only; TRAIN reconstruction required),a9357c2c7be97fd094c7b0062fc8c20699aaf0a2da45e80e7c6df30280bcd944,recomputed TRAIN-source mean/std; values not persisted,10;16;19;20;21;22;23;27;3;30;32;33;34;38;41;45;46;47;48;49;5;50;53;6;7;9,1;11;15;44;52;8,12;13;17;18;24;25;29;36;37;39;4;42;51;54,1,2,model.model.projection forward-pre-hook,72576,persist_eeg_medformer_4task_3seed_final_v1,18,PASS,
Medformer,OpenBMI_MI,1,1,D:\nips-temp\TotalP\P1\baseline3_runtime\medformer\cells\openbmi_mi\fold1_seed1\selected.pt,310e54bf8a79871ff6041ada0ef33f33b32b2eb112c8eea33c882e906fe3d451,D:\nips-temp\TotalP\P1\baseline3_runtime\medformer\cells\openbmi_mi\fold1_seed1\record.json::normalizer (hash only; TRAIN reconstruction required),a9357c2c7be97fd094c7b0062fc8c20699aaf0a2da45e80e7c6df30280bcd944,recomputed TRAIN-source mean/std; values not persisted,10;16;19;20;21;22;23;27;3;30;32;33;34;38;41;45;46;47;48;49;5;50;53;6;7;9,1;11;15;44;52;8,12;13;17;18;24;25;29;36;37;39;4;42;51;54,1,2,model.model.projection forward-pre-hook,72576,persist_eeg_medformer_4task_3seed_final_v1,33,PASS,
Medformer,OpenBMI_MI,1,2,D:\nips-temp\TotalP\P1\baseline3_runtime\medformer\cells\openbmi_mi\fold1_seed2\selected.pt,895698b6ec8cb537ee1aeb74626910f85175b26a22918da6d3a2f99b83432646,D:\nips-temp\TotalP\P1\baseline3_runtime\medformer\cells\openbmi_mi\fold1_seed2\record.json::normalizer (hash only; TRAIN reconstruction required),a9357c2c7be97fd094c7b0062fc8c20699aaf0a2da45e80e7c6df30280bcd944,recomputed TRAIN-source mean/std; values not persisted,10;16;19;20;21;22;23;27;3;30;32;33;34;38;41;45;46;47;48;49;5;50;53;6;7;9,1;11;15;44;52;8,12;13;17;18;24;25;29;36;37;39;4;42;51;54,1,2,model.model.projection forward-pre-hook,72576,persist_eeg_medformer_4task_3seed_final_v1,15,PASS,
Medformer,OpenBMI_MI,2,0,D:\nips-temp\TotalP\P1\baseline3_runtime\medformer\cells\openbmi_mi\fold2_seed0\selected.pt,cce9d893fb6ae4de5994a1781f1e971775ba6cd0efdcbb7cfa1bf7052d0ed697,D:\nips-temp\TotalP\P1\baseline3_runtime\medformer\cells\openbmi_mi\fold2_seed0\record.json::normalizer (hash only; TRAIN reconstruction required),947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec,recomputed TRAIN-source mean/std; values not persisted,10;15;16;19;2;20;21;22;26;27;28;3;31;32;33;34;38;40;41;43;44;47;49;53;7;9,14;35;45;46;5;6,12;13;17;18;24;25;29;36;37;39;4;42;51;54,1,2,model.model.projection forward-pre-hook,72576,persist_eeg_medformer_4task_3seed_final_v1,13,PASS,
Medformer,OpenBMI_MI,2,1,D:\nips-temp\TotalP\P1\baseline3_runtime\medformer\cells\openbmi_mi\fold2_seed1\selected.pt,e18a12294019d153cd7683a66d6ef624351f47bbeb392f63afda193cd2e52b4c,D:\nips-temp\TotalP\P1\baseline3_runtime\medformer\cells\openbmi_mi\fold2_seed1\record.json::normalizer (hash only; TRAIN reconstruction required),947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec,recomputed TRAIN-source mean/std; values not persisted,10;15;16;19;2;20;21;22;26;27;28;3;31;32;33;34;38;40;41;43;44;47;49;53;7;9,14;35;45;46;5;6,12;13;17;18;24;25;29;36;37;39;4;42;51;54,1,2,model.model.projection forward-pre-hook,72576,persist_eeg_medformer_4task_3seed_final_v1,16,PASS,
Medformer,OpenBMI_MI,2,2,D:\nips-temp\TotalP\P1\baseline3_runtime\medformer\cells\openbmi_mi\fold2_seed2\selected.pt,9da96da1ec116dc9665c47518423b531421c6afc4e882bdcf5e669539eb318d4,D:\nips-temp\TotalP\P1\baseline3_runtime\medformer\cells\openbmi_mi\fold2_seed2\record.json::normalizer (hash only; TRAIN reconstruction required),947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec,recomputed TRAIN-source mean/std; values not persisted,10;15;16;19;2;20;21;22;26;27;28;3;31;32;33;34;38;40;41;43;44;47;49;53;7;9,14;35;45;46;5;6,12;13;17;18;24;25;29;36;37;39;4;42;51;54,1,2,model.model.projection forward-pre-hook,72576,persist_eeg_medformer_4task_3seed_final_v1,11,PASS,
Medformer,OpenBMI_MI,3,0,D:\nips-temp\TotalP\P1\baseline3_runtime\medformer\cells\openbmi_mi\fold3_seed0\selected.pt,d847a60e8a1ee21169ae77fe584b681b0c66936cecc0245220399b88f7028ff1,D:\nips-temp\TotalP\P1\baseline3_runtime\medformer\cells\openbmi_mi\fold3_seed0\record.json::normalizer (hash only; TRAIN reconstruction required),518c157ce4bee1bd71ea84341c5e383c93f7e73d05cf1ade7a1c84f3c121c0c5,recomputed TRAIN-source mean/std; values not persisted,1;11;15;2;20;21;23;26;28;3;30;31;33;38;40;41;44;47;48;5;50;52;53;6;7;9,14;32;35;43;46;8,12;13;17;18;24;25;29;36;37;39;4;42;51;54,1,2,model.model.projection forward-pre-hook,72576,persist_eeg_medformer_4task_3seed_final_v1,22,PASS,
Medformer,OpenBMI_MI,3,1,D:\nips-temp\TotalP\P1\baseline3_runtime\medformer\cells\openbmi_mi\fold3_seed1\selected.pt,c718ff02f573feb39a36ca52aff695e63df90d1b64158c677332ae4a47f728a5,D:\nips-temp\TotalP\P1\baseline3_runtime\medformer\cells\openbmi_mi\fold3_seed1\record.json::normalizer (hash only; TRAIN reconstruction required),518c157ce4bee1bd71ea84341c5e383c93f7e73d05cf1ade7a1c84f3c121c0c5,recomputed TRAIN-source mean/std; values not persisted,1;11;15;2;20;21;23;26;28;3;30;31;33;38;40;41;44;47;48;5;50;52;53;6;7;9,14;32;35;43;46;8,12;13;17;18;24;25;29;36;37;39;4;42;51;54,1,2,model.model.projection forward-pre-hook,72576,persist_eeg_medformer_4task_3seed_final_v1,11,PASS,
Medformer,OpenBMI_MI,3,2,D:\nips-temp\TotalP\P1\baseline3_runtime\medformer\cells\openbmi_mi\fold3_seed2\selected.pt,447eccc97c1be71fc9b52acfb9e9433df49cadc5abeadc9604bafe6c6ffece09,D:\nips-temp\TotalP\P1\baseline3_runtime\medformer\cells\openbmi_mi\fold3_seed2\record.json::normalizer (hash only; TRAIN reconstruction required),518c157ce4bee1bd71ea84341c5e383c93f7e73d05cf1ade7a1c84f3c121c0c5,recomputed TRAIN-source mean/std; values not persisted,1;11;15;2;20;21;23;26;28;3;30;31;33;38;40;41;44;47;48;5;50;52;53;6;7;9,14;32;35;43;46;8,12;13;17;18;24;25;29;36;37;39;4;42;51;54,1,2,model.model.projection forward-pre-hook,72576,persist_eeg_medformer_4task_3seed_final_v1,10,PASS,
Medformer,OpenBMI_MI,4,0,D:\nips-temp\TotalP\P1\baseline3_runtime\medformer\cells\openbmi_mi\fold4_seed0\selected.pt,29d14b036444f0da26bce223d2b2e2e2895bf68c3f847202d69ae7013608f9c7,D:\nips-temp\TotalP\P1\baseline3_runtime\medformer\cells\openbmi_mi\fold4_seed0\record.json::normalizer (hash only; TRAIN reconstruction required),aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d,recomputed TRAIN-source mean/std; values not persisted,1;10;14;16;19;2;22;23;26;27;28;3;30;31;32;33;35;40;43;45;47;49;5;50;6;8,11;15;34;38;48;52,12;13;17;18;24;25;29;36;37;39;4;42;51;54,1,2,model.model.projection forward-pre-hook,72576,persist_eeg_medformer_4task_3seed_final_v1,27,PASS,
Medformer,OpenBMI_MI,4,1,D:\nips-temp\TotalP\P1\baseline3_runtime\medformer\cells\openbmi_mi\fold4_seed1\selected.pt,2d40da8f0602216646d293af6e0fb1f1177246aea8fea8c8780e3816e3a0b167,D:\nips-temp\TotalP\P1\baseline3_runtime\medformer\cells\openbmi_mi\fold4_seed1\record.json::normalizer (hash only; TRAIN reconstruction required),aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d,recomputed TRAIN-source mean/std; values not persisted,1;10;14;16;19;2;22;23;26;27;28;3;30;31;32;33;35;40;43;45;47;49;5;50;6;8,11;15;34;38;48;52,12;13;17;18;24;25;29;36;37;39;4;42;51;54,1,2,model.model.projection forward-pre-hook,72576,persist_eeg_medformer_4task_3seed_final_v1,22,PASS,
Medformer,OpenBMI_MI,4,2,D:\nips-temp\TotalP\P1\baseline3_runtime\medformer\cells\openbmi_mi\fold4_seed2\selected.pt,f85727d933bf4b7ee2bb8ed497a646f5c2b4a194f8f6ea322db33098a28f92d8,D:\nips-temp\TotalP\P1\baseline3_runtime\medformer\cells\openbmi_mi\fold4_seed2\record.json::normalizer (hash only; TRAIN reconstruction required),aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d,recomputed TRAIN-source mean/std; values not persisted,1;10;14;16;19;2;22;23;26;27;28;3;30;31;32;33;35;40;43;45;47;49;5;50;6;8,11;15;34;38;48;52,12;13;17;18;24;25;29;36;37;39;4;42;51;54,1,2,model.model.projection forward-pre-hook,72576,persist_eeg_medformer_4task_3seed_final_v1,25,PASS,
Medformer,OpenBMI_ERP,0,0,D:\nips-temp\TotalP\P1\baseline3_runtime\medformer\cells\openbmi_erp\fold0_seed0\selected.pt,3d2e15f241118f7800dd527969a4b2596079e0692cf8c68f09c04b50a486af1f,D:\nips-temp\TotalP\P1\baseline3_runtime\medformer\cells\openbmi_erp\fold0_seed0\record.json::normalizer (hash only; TRAIN reconstruction required),9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,recomputed TRAIN-source mean/std; values not persisted,1;10;16;2;20;21;22;23;27;28;30;31;34;35;40;41;43;44;45;46;48;49;50;52;53;7,11;14;19;26;8;9,12;13;17;18;24;25;29;36;37;39;4;42;51;54,1,2,model.model.projection forward-pre-hook,18432,persist_eeg_medformer_4task_3seed_final_v1,17,PASS,
Medformer,OpenBMI_ERP,0,1,D:\nips-temp\TotalP\P1\baseline3_runtime\medformer\cells\openbmi_erp\fold0_seed1\selected.pt,63991eca5a6699027ef6f8b71c8a781dc4b6f6a4c2e1ad863fb7082785a987c9,D:\nips-temp\TotalP\P1\baseline3_runtime\medformer\cells\openbmi_erp\fold0_seed1\record.json::normalizer (hash only; TRAIN reconstruction required),9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,recomputed TRAIN-source mean/std; values not persisted,1;10;16;2;20;21;22;23;27;28;30;31;34;35;40;41;43;44;45;46;48;49;50;52;53;7,11;14;19;26;8;9,12;13;17;18;24;25;29;36;37;39;4;42;51;54,1,2,model.model.projection forward-pre-hook,18432,persist_eeg_medformer_4task_3seed_final_v1,11,PASS,
Medformer,OpenBMI_ERP,0,2,D:\nips-temp\TotalP\P1\baseline3_runtime\medformer\cells\openbmi_erp\fold0_seed2\selected.pt,9c2d63686e73253af34353cce5acf11bf897eaeb0d85a1cbab8ef41b20db2971,D:\nips-temp\TotalP\P1\baseline3_runtime\medformer\cells\openbmi_erp\fold0_seed2\record.json::normalizer (hash only; TRAIN reconstruction required),9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,recomputed TRAIN-source mean/std; values not persisted,1;10;16;2;20;21;22;23;27;28;30;31;34;35;40;41;43;44;45;46;48;49;50;52;53;7,11;14;19;26;8;9,12;13;17;18;24;25;29;36;37;39;4;42;51;54,1,2,model.model.projection forward-pre-hook,18432,persist_eeg_medformer_4task_3seed_final_v1,10,PASS,
Medformer,OpenBMI_ERP,1,0,D:\nips-temp\TotalP\P1\baseline3_runtime\medformer\cells\openbmi_erp\fold1_seed0\selected.pt,b870436e0756e92c5c4950205b46de2c1ed0e50d9b91fd4fb91e0bc55d78af4d,D:\nips-temp\TotalP\P1\baseline3_runtime\medformer\cells\openbmi_erp\fold1_seed0\record.json::normalizer (hash only; TRAIN reconstruction required),e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b,recomputed TRAIN-source mean/std; values not persisted,10;16;19;20;21;22;23;27;3;30;32;33;34;38;41;45;46;47;48;49;5;50;53;6;7;9,1;11;15;44;52;8,12;13;17;18;24;25;29;36;37;39;4;42;51;54,1,2,model.model.projection forward-pre-hook,18432,persist_eeg_medformer_4task_3seed_final_v1,12,PASS,
Medformer,OpenBMI_ERP,1,1,D:\nips-temp\TotalP\P1\baseline3_runtime\medformer\cells\openbmi_erp\fold1_seed1\selected.pt,e7ba841928cd9c77196773c1878f7d4a1b75d96a2756d8f64153eae1312cfb8e,D:\nips-temp\TotalP\P1\baseline3_runtime\medformer\cells\openbmi_erp\fold1_seed1\record.json::normalizer (hash only; TRAIN reconstruction required),e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b,recomputed TRAIN-source mean/std; values not persisted,10;16;19;20;21;22;23;27;3;30;32;33;34;38;41;45;46;47;48;49;5;50;53;6;7;9,1;11;15;44;52;8,12;13;17;18;24;25;29;36;37;39;4;42;51;54,1,2,model.model.projection forward-pre-hook,18432,persist_eeg_medformer_4task_3seed_final_v1,21,PASS,
Medformer,OpenBMI_ERP,1,2,D:\nips-temp\TotalP\P1\baseline3_runtime\medformer\cells\openbmi_erp\fold1_seed2\selected.pt,f2cd0941f00ab6dc9908c9c53a0db5fc67223d70c14b087aac217e597ba58d47,D:\nips-temp\TotalP\P1\baseline3_runtime\medformer\cells\openbmi_erp\fold1_seed2\record.json::normalizer (hash only; TRAIN reconstruction required),e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b,recomputed TRAIN-source mean/std; values not persisted,10;16;19;20;21;22;23;27;3;30;32;33;34;38;41;45;46;47;48;49;5;50;53;6;7;9,1;11;15;44;52;8,12;13;17;18;24;25;29;36;37;39;4;42;51;54,1,2,model.model.projection forward-pre-hook,18432,persist_eeg_medformer_4task_3seed_final_v1,10,PASS,
Medformer,OpenBMI_ERP,2,0,D:\nips-temp\TotalP\P1\baseline3_runtime\medformer\cells\openbmi_erp\fold2_seed0\selected.pt,cbd138c3ac541b4ad0b0753b9de0a4667f05c39313bb84506f379e1135dffbe6,D:\nips-temp\TotalP\P1\baseline3_runtime\medformer\cells\openbmi_erp\fold2_seed0\record.json::normalizer (hash only; TRAIN reconstruction required),d58614d92d36fe84a3e6a2cc077409586c3c85e039c41e6ea925ec45069a822a,recomputed TRAIN-source mean/std; values not persisted,10;15;16;19;2;20;21;22;26;27;28;3;31;32;33;34;38;40;41;43;44;47;49;53;7;9,14;35;45;46;5;6,12;13;17;18;24;25;29;36;37;39;4;42;51;54,1,2,model.model.projection forward-pre-hook,18432,persist_eeg_medformer_4task_3seed_final_v1,18,PASS,
Medformer,OpenBMI_ERP,2,1,D:\nips-temp\TotalP\P1\baseline3_runtime\medformer\cells\openbmi_erp\fold2_seed1\selected.pt,e26c944cbe0b342465425dd2619200f9a039d94ab201c7d91ca8ce7391520667,D:\nips-temp\TotalP\P1\baseline3_runtime\medformer\cells\openbmi_erp\fold2_seed1\record.json::normalizer (hash only; TRAIN reconstruction required),d58614d92d36fe84a3e6a2cc077409586c3c85e039c41e6ea925ec45069a822a,recomputed TRAIN-source mean/std; values not persisted,10;15;16;19;2;20;21;22;26;27;28;3;31;32;33;34;38;40;41;43;44;47;49;53;7;9,14;35;45;46;5;6,12;13;17;18;24;25;29;36;37;39;4;42;51;54,1,2,model.model.projection forward-pre-hook,18432,persist_eeg_medformer_4task_3seed_final_v1,10,PASS,
