dataset,outer_fold,opt_seed,method,phase,epoch,meta_train_subjects,pseudo_unseen_subjects,partition_disjoint,partition_seed
WBCIC,0,1,B2_TWO_TRAJECTORY_MEAN,selection,14,7;17;22;24;30;31;35;50,6;9;12;23;26;41;42;49,True,2082755426682172907
WBCIC,0,1,B2_TWO_TRAJECTORY_MEAN,selection,15,7;12;17;22;23;26;35;49,6;9;24;30;31;41;42;50,True,3580007660593769463
WBCIC,0,1,B2_TWO_TRAJECTORY_MEAN,selection,16,12;22;23;26;30;35;42;49,6;7;9;17;24;31;41;50,True,1402954293199936844
WBCIC,0,1,B2_TWO_TRAJECTORY_MEAN,selection,17,7;17;22;24;41;42;49;50,6;9;12;23;26;30;31;35,True,7959330580153930565
WBCIC,0,1,B2_TWO_TRAJECTORY_MEAN,selection,18,6;7;24;30;31;35;41;50,9;12;17;22;23;26;42;49,True,4752717568618687477
WBCIC,0,1,B2_TWO_TRAJECTORY_MEAN,selection,19,7;17;22;26;30;31;42;50,6;9;12;23;24;35;41;49,True,4362300012467073709
WBCIC,0,1,B2_TWO_TRAJECTORY_MEAN,selection,20,6;7;12;23;30;41;42;49,9;17;22;24;26;31;35;50,True,5092491311829009919
WBCIC,0,1,B2_TWO_TRAJECTORY_MEAN,selection,21,6;7;12;17;22;26;30;31,9;23;24;35;41;42;49;50,True,7715360510257046602
WBCIC,0,1,B2_TWO_TRAJECTORY_MEAN,selection,22,6;7;9;12;17;24;30;50,22;23;26;31;35;41;42;49,True,6426164177479971008
WBCIC,0,1,B2_TWO_TRAJECTORY_MEAN,selection,23,6;7;26;31;35;41;42;49,9;12;17;22;23;24;30;50,True,6126984681910941133
WBCIC,0,1,B2_TWO_TRAJECTORY_MEAN,selection,24,7;12;17;24;26;31;49;50,6;9;22;23;30;35;41;42,True,8103208756495744531
WBCIC,0,1,B2_TWO_TRAJECTORY_MEAN,selection,25,7;9;12;17;22;24;30;41,6;23;26;31;35;42;49;50,True,10027184099634152
WBCIC,0,1,B2_TWO_TRAJECTORY_MEAN,selection,26,6;9;17;22;24;30;31;35,7;12;23;26;41;42;49;50,True,2864441030161079967
WBCIC,0,1,B2_TWO_TRAJECTORY_MEAN,selection,27,6;9;12;17;24;30;35;41,7;22;23;26;31;42;49;50,True,8446286831213528715
WBCIC,0,1,B2_TWO_TRAJECTORY_MEAN,selection,28,6;7;12;17;23;35;41;42,9;22;24;26;30;31;49;50,True,6665199220281470203
WBCIC,0,1,B2_TWO_TRAJECTORY_MEAN,selection,29,6;7;9;22;23;35;49;50,12;17;24;26;30;31;41;42,True,6400178212755550310
WBCIC,0,1,B2_TWO_TRAJECTORY_MEAN,selection,30,6;9;24;30;31;35;42;50,7;12;17;22;23;26;41;49,True,7422953065326718853
WBCIC,0,1,B3_TSEG,selection,1,7;9;17;22;23;30;35;50,6;12;24;26;31;41;42;49,True,3920126894908543143
WBCIC,0,1,B3_TSEG,selection,2,7;9;22;24;30;31;35;49,6;12;17;23;26;41;42;50,True,3193892835111257952
WBCIC,0,1,B3_TSEG,selection,3,6;9;26;31;41;42;49;50,7;12;17;22;23;24;30;35,True,6046129108119745791
WBCIC,0,1,B3_TSEG,selection,4,7;12;17;23;24;30;35;49,6;9;22;26;31;41;42;50,True,1918121123811083162
WBCIC,0,1,B3_TSEG,selection,5,6;7;22;30;35;41;49;50,9;12;17;23;24;26;31;42,True,2483877255614243076
WBCIC,0,1,B3_TSEG,selection,6,7;9;17;22;26;30;41;49,6;12;23;24;31;35;42;50,True,7131679383149917304
WBCIC,0,1,B3_TSEG,selection,7,12;17;22;26;30;35;42;49,6;7;9;23;24;31;41;50,True,5368989391577400312
WBCIC,0,1,B3_TSEG,selection,8,12;22;30;31;35;42;49;50,6;7;9;17;23;24;26;41,True,2581479302059297335
WBCIC,0,1,B3_TSEG,selection,9,6;22;23;26;31;42;49;50,7;9;12;17;24;30;35;41,True,3261342992504724469
WBCIC,0,1,B3_TSEG,selection,10,6;7;9;22;23;24;26;31,12;17;30;35;41;42;49;50,True,4915167210643733411
WBCIC,0,1,B3_TSEG,selection,11,17;24;26;30;31;35;49;50,6;7;9;12;22;23;41;42,True,5932724264632920273
WBCIC,0,1,B3_TSEG,selection,12,6;7;9;17;22;24;26;30,12;23;31;35;41;42;49;50,True,5381706020985162556
WBCIC,0,1,B3_TSEG,selection,13,6;7;12;17;23;35;42;49,9;22;24;26;30;31;41;50,True,6254168096654421201
WBCIC,0,1,B3_TSEG,selection,14,7;17;22;24;30;31;35;50,6;9;12;23;26;41;42;49,True,2082755426682172907
WBCIC,0,1,B3_TSEG,selection,15,7;12;17;22;23;26;35;49,6;9;24;30;31;41;42;50,True,3580007660593769463
WBCIC,0,1,B3_TSEG,selection,16,12;22;23;26;30;35;42;49,6;7;9;17;24;31;41;50,True,1402954293199936844
WBCIC,0,1,B3_TSEG,selection,17,7;17;22;24;41;42;49;50,6;9;12;23;26;30;31;35,True,7959330580153930565
WBCIC,0,1,B3_TSEG,selection,18,6;7;24;30;31;35;41;50,9;12;17;22;23;26;42;49,True,4752717568618687477
WBCIC,0,1,B3_TSEG,selection,19,7;17;22;26;30;31;42;50,6;9;12;23;24;35;41;49,True,4362300012467073709
WBCIC,0,1,B3_TSEG,selection,20,6;7;12;23;30;41;42;49,9;17;22;24;26;31;35;50,True,5092491311829009919
WBCIC,0,1,B3_TSEG,selection,21,6;7;12;17;22;26;30;31,9;23;24;35;41;42;49;50,True,7715360510257046602
WBCIC,0,1,B3_TSEG,selection,22,6;7;9;12;17;24;30;50,22;23;26;31;35;41;42;49,True,6426164177479971008
WBCIC,0,1,B3_TSEG,selection,23,6;7;26;31;35;41;42;49,9;12;17;22;23;24;30;50,True,6126984681910941133
WBCIC,0,1,B3_TSEG,selection,24,7;12;17;24;26;31;49;50,6;9;22;23;30;35;41;42,True,8103208756495744531
WBCIC,0,1,B3_TSEG,selection,25,7;9;12;17;22;24;30;41,6;23;26;31;35;42;49;50,True,10027184099634152
WBCIC,0,1,B3_TSEG,selection,26,6;9;17;22;24;30;31;35,7;12;23;26;41;42;49;50,True,2864441030161079967
WBCIC,0,1,B3_TSEG,selection,27,6;9;12;17;24;30;35;41,7;22;23;26;31;42;49;50,True,8446286831213528715
WBCIC,0,1,B3_TSEG,selection,28,6;7;12;17;23;35;41;42,9;22;24;26;30;31;49;50,True,6665199220281470203
WBCIC,0,1,B3_TSEG,selection,29,6;7;9;22;23;35;49;50,12;17;24;26;30;31;41;42,True,6400178212755550310
WBCIC,0,1,B3_TSEG,selection,30,6;9;24;30;31;35;42;50,7;12;17;22;23;26;41;49,True,7422953065326718853
WBCIC,0,1,B3_TSEG,selection,31,6;22;24;31;41;42;49;50,7;9;12;17;23;26;30;35,True,8584039748893827998
WBCIC,0,1,B3_TSEG,selection,32,6;7;24;26;30;31;49;50,9;12;17;22;23;35;41;42,True,1389939918195441961
WBCIC,0,1,B3_TSEG,selection,33,6;12;26;30;31;41;49;50,7;9;17;22;23;24;35;42,True,3174627876869088823
WBCIC,0,1,B3_TSEG,selection,34,6;9;23;26;30;41;42;49,7;12;17;22;24;31;35;50,True,7251819193042923880
WBCIC,0,1,B3_TSEG,selection,35,7;17;22;24;31;35;41;42,6;9;12;23;26;30;49;50,True,1481639131246108439
WBCIC,0,1,B3_TSEG,selection,36,6;9;17;26;30;31;49;50,7;12;22;23;24;35;41;42,True,3726822243557565601
WBCIC,0,1,B3_TSEG,selection,37,7;9;12;22;23;42;49;50,6;17;24;26;30;31;35;41,True,2459134102805147675
WBCIC,0,1,B3_TSEG,selection,38,6;9;23;26;30;31;41;42,7;12;17;22;24;35;49;50,True,6801861601314258138
WBCIC,0,1,B3_TSEG,selection,39,12;22;24;26;35;42;49;50,6;7;9;17;23;30;31;41,True,7984877283618846544
WBCIC,0,1,B3_TSEG,selection,40,6;7;26;30;31;42;49;50,9;12;17;22;23;24;35;41,True,5576550173262991308
WBCIC,0,1,B3_TSEG,selection,41,6;7;9;23;24;30;35;41,12;17;22;26;31;42;49;50,True,7890941268002562208
WBCIC,0,1,B3_TSEG,selection,42,6;7;12;24;31;35;42;50,9;17;22;23;26;30;41;49,True,8817001417361160146
WBCIC,0,1,B3_TSEG,selection,43,9;12;17;23;26;35;41;49,6;7;22;24;30;31;42;50,True,8575911945224851988
WBCIC,0,1,B3_TSEG,selection,44,12;23;26;30;31;35;41;50,6;7;9;17;22;24;42;49,True,899978315882485091
WBCIC,0,1,B3_TSEG,selection,45,6;9;12;17;24;26;30;31,7;22;23;35;41;42;49;50,True,4730457594906365257
WBCIC,0,2,B2_TWO_TRAJECTORY_MEAN,selection,1,6;7;22;23;24;26;30;35,9;12;17;31;41;42;49;50,True,8801932645683921943
WBCIC,0,2,B2_TWO_TRAJECTORY_MEAN,selection,2,23;24;26;30;31;35;41;42,6;7;9;12;17;22;49;50,True,1551954914212293062
WBCIC,0,2,B2_TWO_TRAJECTORY_MEAN,selection,3,6;7;22;26;31;41;42;49,9;12;17;23;24;30;35;50,True,8995445444314895094
WBCIC,0,2,B2_TWO_TRAJECTORY_MEAN,selection,4,7;17;22;26;30;35;42;50,6;9;12;23;24;31;41;49,True,2767459960878172019
WBCIC,0,2,B2_TWO_TRAJECTORY_MEAN,selection,5,6;7;17;22;23;26;35;49,9;12;24;30;31;41;42;50,True,8021226832957126471
WBCIC,0,2,B2_TWO_TRAJECTORY_MEAN,selection,6,9;17;23;26;30;35;41;49,6;7;12;22;24;31;42;50,True,6960317703555853164
WBCIC,0,2,B2_TWO_TRAJECTORY_MEAN,selection,7,6;9;12;30;31;35;41;42,7;17;22;23;24;26;49;50,True,3903857474727746374
WBCIC,0,2,B2_TWO_TRAJECTORY_MEAN,selection,8,6;7;12;26;30;41;49;50,9;17;22;23;24;31;35;42,True,1244950290752110826
WBCIC,0,2,B2_TWO_TRAJECTORY_MEAN,selection,9,9;12;24;31;35;42;49;50,6;7;17;22;23;26;30;41,True,1600531427213015266
WBCIC,0,2,B2_TWO_TRAJECTORY_MEAN,selection,10,9;12;22;23;30;31;42;49,6;7;17;24;26;35;41;50,True,6934661767554120498
WBCIC,0,2,B2_TWO_TRAJECTORY_MEAN,selection,11,6;9;30;31;35;41;42;50,7;12;17;22;23;24;26;49,True,3498921822440825468
WBCIC,0,2,B2_TWO_TRAJECTORY_MEAN,selection,12,6;7;9;17;30;31;41;49,12;22;23;24;26;35;42;50,True,3220233175725260500
WBCIC,0,2,B2_TWO_TRAJECTORY_MEAN,selection,13,6;7;9;12;22;26;31;35,17;23;24;30;41;42;49;50,True,9036073143503249437
WBCIC,0,2,B2_TWO_TRAJECTORY_MEAN,selection,14,7;9;17;24;31;41;42;50,6;12;22;23;26;30;35;49,True,8885952757642236479
WBCIC,0,2,B2_TWO_TRAJECTORY_MEAN,selection,15,7;9;26;31;35;42;49;50,6;12;17;22;23;24;30;41,True,5495665313509645184
WBCIC,0,2,B2_TWO_TRAJECTORY_MEAN,selection,16,7;9;12;24;31;41;42;50,6;17;22;23;26;30;35;49,True,3071865314030799453
WBCIC,0,2,B2_TWO_TRAJECTORY_MEAN,selection,17,7;17;22;23;26;30;41;49,6;9;12;24;31;35;42;50,True,3591234959776828733
WBCIC,0,2,B2_TWO_TRAJECTORY_MEAN,selection,18,7;12;22;23;30;35;41;49,6;9;17;24;26;31;42;50,True,6322846906120931984
WBCIC,0,2,B2_TWO_TRAJECTORY_MEAN,selection,19,6;22;23;24;31;35;41;49,7;9;12;17;26;30;42;50,True,6703012331900403435
WBCIC,0,2,B2_TWO_TRAJECTORY_MEAN,selection,20,7;9;22;23;30;31;41;49,6;12;17;24;26;35;42;50,True,485541883307475385
WBCIC,0,2,B2_TWO_TRAJECTORY_MEAN,selection,21,7;9;22;30;31;35;41;49,6;12;17;23;24;26;42;50,True,8317670422878606312
WBCIC,0,2,B2_TWO_TRAJECTORY_MEAN,selection,22,6;7;9;12;17;23;31;42,22;24;26;30;35;41;49;50,True,9057733057261226841
WBCIC,0,2,B2_TWO_TRAJECTORY_MEAN,selection,23,7;17;23;26;30;31;41;50,6;9;12;22;24;35;42;49,True,1821423454287428590
WBCIC,0,2,B2_TWO_TRAJECTORY_MEAN,selection,24,6;7;9;24;26;30;42;50,12;17;22;23;31;35;41;49,True,234505898822899687
WBCIC,0,2,B2_TWO_TRAJECTORY_MEAN,selection,25,9;17;22;23;26;30;41;50,6;7;12;24;31;35;42;49,True,5048256607923340922
WBCIC,0,2,B2_TWO_TRAJECTORY_MEAN,selection,26,7;9;17;26;35;42;49;50,6;12;22;23;24;30;31;41,True,2338391782907367689
WBCIC,0,2,B2_TWO_TRAJECTORY_MEAN,selection,27,7;9;17;22;26;35;41;50,6;12;23;24;30;31;42;49,True,1088484104091203753
WBCIC,0,2,B2_TWO_TRAJECTORY_MEAN,selection,28,6;9;22;24;30;41;42;50,7;12;17;23;26;31;35;49,True,6750357123315632145
WBCIC,0,2,B2_TWO_TRAJECTORY_MEAN,selection,29,7;9;24;26;30;31;41;50,6;12;17;22;23;35;42;49,True,4920824929638936307
WBCIC,0,2,B2_TWO_TRAJECTORY_MEAN,selection,30,6;12;22;26;30;41;42;50,7;9;17;23;24;31;35;49,True,4974526733055702146
WBCIC,0,2,B2_TWO_TRAJECTORY_MEAN,selection,31,6;7;17;23;30;35;42;50,9;12;22;24;26;31;41;49,True,5701794185483897806
WBCIC,0,2,B2_TWO_TRAJECTORY_MEAN,selection,32,6;7;17;22;30;41;42;50,9;12;23;24;26;31;35;49,True,5833842492266255742
WBCIC,0,2,B2_TWO_TRAJECTORY_MEAN,selection,33,12;22;24;31;41;42;49;50,6;7;9;17;23;26;30;35,True,5115958742815173776
WBCIC,0,2,B3_TSEG,selection,1,6;7;22;23;24;26;30;35,9;12;17;31;41;42;49;50,True,8801932645683921943
WBCIC,0,2,B3_TSEG,selection,2,23;24;26;30;31;35;41;42,6;7;9;12;17;22;49;50,True,1551954914212293062
WBCIC,0,2,B3_TSEG,selection,3,6;7;22;26;31;41;42;49,9;12;17;23;24;30;35;50,True,8995445444314895094
WBCIC,0,2,B3_TSEG,selection,4,7;17;22;26;30;35;42;50,6;9;12;23;24;31;41;49,True,2767459960878172019
WBCIC,0,2,B3_TSEG,selection,5,6;7;17;22;23;26;35;49,9;12;24;30;31;41;42;50,True,8021226832957126471
WBCIC,0,2,B3_TSEG,selection,6,9;17;23;26;30;35;41;49,6;7;12;22;24;31;42;50,True,6960317703555853164
WBCIC,0,2,B3_TSEG,selection,7,6;9;12;30;31;35;41;42,7;17;22;23;24;26;49;50,True,3903857474727746374
WBCIC,0,2,B3_TSEG,selection,8,6;7;12;26;30;41;49;50,9;17;22;23;24;31;35;42,True,1244950290752110826
WBCIC,0,2,B3_TSEG,selection,9,9;12;24;31;35;42;49;50,6;7;17;22;23;26;30;41,True,1600531427213015266
WBCIC,0,2,B3_TSEG,selection,10,9;12;22;23;30;31;42;49,6;7;17;24;26;35;41;50,True,6934661767554120498
WBCIC,0,2,B3_TSEG,selection,11,6;9;30;31;35;41;42;50,7;12;17;22;23;24;26;49,True,3498921822440825468
WBCIC,0,2,B3_TSEG,selection,12,6;7;9;17;30;31;41;49,12;22;23;24;26;35;42;50,True,3220233175725260500
WBCIC,0,2,B3_TSEG,selection,13,6;7;9;12;22;26;31;35,17;23;24;30;41;42;49;50,True,9036073143503249437
WBCIC,0,2,B3_TSEG,selection,14,7;9;17;24;31;41;42;50,6;12;22;23;26;30;35;49,True,8885952757642236479
WBCIC,0,2,B3_TSEG,selection,15,7;9;26;31;35;42;49;50,6;12;17;22;23;24;30;41,True,5495665313509645184
WBCIC,0,2,B3_TSEG,selection,16,7;9;12;24;31;41;42;50,6;17;22;23;26;30;35;49,True,3071865314030799453
WBCIC,0,2,B3_TSEG,selection,17,7;17;22;23;26;30;41;49,6;9;12;24;31;35;42;50,True,3591234959776828733
WBCIC,0,2,B3_TSEG,selection,18,7;12;22;23;30;35;41;49,6;9;17;24;26;31;42;50,True,6322846906120931984
WBCIC,0,2,B3_TSEG,selection,19,6;22;23;24;31;35;41;49,7;9;12;17;26;30;42;50,True,6703012331900403435
WBCIC,0,2,B3_TSEG,selection,20,7;9;22;23;30;31;41;49,6;12;17;24;26;35;42;50,True,485541883307475385
WBCIC,0,2,B3_TSEG,selection,21,7;9;22;30;31;35;41;49,6;12;17;23;24;26;42;50,True,8317670422878606312
WBCIC,0,2,B3_TSEG,selection,22,6;7;9;12;17;23;31;42,22;24;26;30;35;41;49;50,True,9057733057261226841
WBCIC,0,2,B3_TSEG,selection,23,7;17;23;26;30;31;41;50,6;9;12;22;24;35;42;49,True,1821423454287428590
WBCIC,0,2,B3_TSEG,selection,24,6;7;9;24;26;30;42;50,12;17;22;23;31;35;41;49,True,234505898822899687
WBCIC,0,2,B3_TSEG,selection,25,9;17;22;23;26;30;41;50,6;7;12;24;31;35;42;49,True,5048256607923340922
WBCIC,0,2,B3_TSEG,selection,26,7;9;17;26;35;42;49;50,6;12;22;23;24;30;31;41,True,2338391782907367689
WBCIC,0,2,B3_TSEG,selection,27,7;9;17;22;26;35;41;50,6;12;23;24;30;31;42;49,True,1088484104091203753
WBCIC,0,2,B3_TSEG,selection,28,6;9;22;24;30;41;42;50,7;12;17;23;26;31;35;49,True,6750357123315632145
WBCIC,0,2,B3_TSEG,selection,29,7;9;24;26;30;31;41;50,6;12;17;22;23;35;42;49,True,4920824929638936307
WBCIC,0,2,B3_TSEG,selection,30,6;12;22;26;30;41;42;50,7;9;17;23;24;31;35;49,True,4974526733055702146
WBCIC,0,2,B3_TSEG,selection,31,6;7;17;23;30;35;42;50,9;12;22;24;26;31;41;49,True,5701794185483897806
WBCIC,0,2,B3_TSEG,selection,32,6;7;17;22;30;41;42;50,9;12;23;24;26;31;35;49,True,5833842492266255742
WBCIC,0,2,B3_TSEG,selection,33,12;22;24;31;41;42;49;50,6;7;9;17;23;26;30;35,True,5115958742815173776
WBCIC,0,2,B3_TSEG,selection,34,9;17;30;31;35;42;49;50,6;7;12;22;23;24;26;41,True,2701976626384390853
WBCIC,0,2,B3_TSEG,selection,35,12;17;22;26;30;31;42;50,6;7;9;23;24;35;41;49,True,880452811818145276
WBCIC,0,2,B3_TSEG,selection,36,17;22;24;26;41;42;49;50,6;7;9;12;23;30;31;35,True,5607357576076721867
WBCIC,0,2,B3_TSEG,selection,37,6;7;17;26;30;31;41;49,9;12;22;23;24;35;42;50,True,711788038355803741
WBCIC,0,2,B3_TSEG,selection,38,6;17;22;23;30;35;42;49,7;9;12;24;26;31;41;50,True,8182879679377321383
WBCIC,0,2,B3_TSEG,selection,39,6;7;9;24;35;41;42;50,12;17;22;23;26;30;31;49,True,6310087529657039553
OpenBMI,0,0,B2_TWO_TRAJECTORY_MEAN,refit,1,5;8;11;12;15;16;27;29;37;43;44;49;52,4;7;9;22;24;25;31;34;35;38;39;42;46;51,True,3552084785656430714
OpenBMI,0,0,B2_TWO_TRAJECTORY_MEAN,refit,2,5;8;11;12;15;16;22;25;31;35;37;39;49,4;7;9;24;27;29;34;38;42;43;44;46;51;52,True,4980215817855256910
OpenBMI,0,0,B2_TWO_TRAJECTORY_MEAN,refit,3,5;7;12;22;24;27;29;37;39;42;43;44;51,4;8;9;11;15;16;25;31;34;35;38;46;49;52,True,7729479304929281243
OpenBMI,0,0,B2_TWO_TRAJECTORY_MEAN,refit,4,5;8;11;15;25;35;37;39;42;43;44;46;49,4;7;9;12;16;22;24;27;29;31;34;38;51;52,True,4021820299594906514
OpenBMI,0,0,B2_TWO_TRAJECTORY_MEAN,refit,5,4;7;8;24;25;29;31;34;38;43;44;49;52,5;9;11;12;15;16;22;27;35;37;39;42;46;51,True,7578466172132878251
OpenBMI,0,0,B2_TWO_TRAJECTORY_MEAN,refit,6,5;11;12;16;22;25;34;38;43;44;46;49;52,4;7;8;9;15;24;27;29;31;35;37;39;42;51,True,231722113823725211
OpenBMI,0,0,B2_TWO_TRAJECTORY_MEAN,refit,7,7;8;9;11;15;24;27;31;35;39;42;44;46,4;5;12;16;22;25;29;34;37;38;43;49;51;52,True,907536409377996148
OpenBMI,0,0,B2_TWO_TRAJECTORY_MEAN,refit,8,5;7;8;12;15;16;22;25;27;34;35;44;46,4;9;11;24;29;31;37;38;39;42;43;49;51;52,True,8627582085144448820
OpenBMI,0,0,B2_TWO_TRAJECTORY_MEAN,refit,9,5;7;9;12;16;25;27;34;38;39;42;44;49,4;8;11;15;22;24;29;31;35;37;43;46;51;52,True,3397038173021049770
OpenBMI,0,0,B2_TWO_TRAJECTORY_MEAN,refit,10,7;8;9;11;12;15;22;24;29;35;46;51;52,4;5;16;25;27;31;34;37;38;39;42;43;44;49,True,4179790880198177365
OpenBMI,0,0,B2_TWO_TRAJECTORY_MEAN,refit,11,5;8;11;12;16;22;25;29;35;43;44;51;52,4;7;9;15;24;27;31;34;37;38;39;42;46;49,True,4208215299985794851
OpenBMI,0,0,B2_TWO_TRAJECTORY_MEAN,refit,12,4;5;7;11;15;22;25;27;35;42;43;44;52,8;9;12;16;24;29;31;34;37;38;39;46;49;51,True,3572568099221027469
OpenBMI,0,0,B2_TWO_TRAJECTORY_MEAN,refit,13,4;5;9;15;16;24;34;35;37;38;42;46;52,7;8;11;12;22;25;27;29;31;39;43;44;49;51,True,1992206709749811299
OpenBMI,0,0,B2_TWO_TRAJECTORY_MEAN,refit,14,5;7;9;12;15;16;24;27;34;42;43;46;49,4;8;11;22;25;29;31;35;37;38;39;44;51;52,True,3775005798541585730
OpenBMI,0,0,B2_TWO_TRAJECTORY_MEAN,refit,15,4;5;11;12;15;16;22;31;34;43;49;51;52,7;8;9;24;25;27;29;35;37;38;39;42;44;46,True,5062340066625590398
OpenBMI,0,0,B2_TWO_TRAJECTORY_MEAN,refit,16,4;5;7;8;12;15;16;22;27;37;42;49;52,9;11;24;25;29;31;34;35;38;39;43;44;46;51,True,6114378854132024857
OpenBMI,0,0,B2_TWO_TRAJECTORY_MEAN,refit,17,5;7;11;15;16;22;24;27;29;35;37;46;51,4;8;9;12;25;31;34;38;39;42;43;44;49;52,True,3416266715215732579
OpenBMI,0,0,B2_TWO_TRAJECTORY_MEAN,refit,18,4;9;11;22;24;25;27;31;35;39;44;49;52,5;7;8;12;15;16;29;34;37;38;42;43;46;51,True,2424503694838009228
OpenBMI,0,0,B2_TWO_TRAJECTORY_MEAN,refit,19,5;8;9;11;15;24;25;31;37;44;46;49;52,4;7;12;16;22;27;29;34;35;38;39;42;43;51,True,6265385745368533877
OpenBMI,0,0,B2_TWO_TRAJECTORY_MEAN,refit,20,4;5;7;8;9;11;15;25;34;37;38;49;51,12;16;22;24;27;29;31;35;39;42;43;44;46;52,True,2908371291833264890
OpenBMI,0,0,B2_TWO_TRAJECTORY_MEAN,refit,21,4;9;12;16;24;25;29;35;37;42;43;46;49,5;7;8;11;15;22;27;31;34;38;39;44;51;52,True,7199422054344751059
OpenBMI,0,0,B2_TWO_TRAJECTORY_MEAN,refit,22,4;8;9;11;15;24;29;31;37;42;43;44;49,5;7;12;16;22;25;27;34;35;38;39;46;51;52,True,2208362273017850072
OpenBMI,0,0,B2_TWO_TRAJECTORY_MEAN,refit,23,4;7;9;15;16;22;24;29;31;34;42;44;51,5;8;11;12;25;27;35;37;38;39;43;46;49;52,True,5206877682315595245
OpenBMI,0,0,B2_TWO_TRAJECTORY_MEAN,refit,24,5;8;9;16;24;29;35;37;38;39;42;43;44,4;7;11;12;15;22;25;27;31;34;46;49;51;52,True,7901675545366587055
OpenBMI,0,0,B2_TWO_TRAJECTORY_MEAN,refit,25,11;15;22;25;29;35;37;38;39;43;49;51;52,4;5;7;8;9;12;16;24;27;31;34;42;44;46,True,7549279178572016714
OpenBMI,0,0,B2_TWO_TRAJECTORY_MEAN,refit,26,8;9;11;12;15;25;31;34;35;38;44;46;52,4;5;7;16;22;24;27;29;37;39;42;43;49;51,True,5266787572376752565
OpenBMI,0,0,B2_TWO_TRAJECTORY_MEAN,refit,27,4;8;11;12;22;24;29;31;35;37;38;42;51,5;7;9;15;16;25;27;34;39;43;44;46;49;52,True,1552069631049092662
OpenBMI,0,0,B2_TWO_TRAJECTORY_MEAN,refit,28,4;9;11;12;16;25;27;35;39;43;46;51;52,5;7;8;15;22;24;29;31;34;37;38;42;44;49,True,4159704651120040338
OpenBMI,0,0,B2_TWO_TRAJECTORY_MEAN,refit,29,4;5;7;9;15;25;29;31;35;37;38;39;43,8;11;12;16;22;24;27;34;42;44;46;49;51;52,True,2783344575487755761
OpenBMI,0,0,B2_TWO_TRAJECTORY_MEAN,refit,30,4;7;8;11;22;24;25;27;34;35;43;44;49,5;9;12;15;16;29;31;37;38;39;42;46;51;52,True,3215876284328397464
OpenBMI,0,0,B2_TWO_TRAJECTORY_MEAN,refit,31,5;8;9;12;24;25;27;29;34;35;42;44;49,4;7;11;15;16;22;31;37;38;39;43;46;51;52,True,530936983680431765
OpenBMI,0,0,B2_TWO_TRAJECTORY_MEAN,refit,32,7;9;12;16;22;24;27;34;35;43;44;46;51,4;5;8;11;15;25;29;31;37;38;39;42;49;52,True,722397158536059790
OpenBMI,0,0,B2_TWO_TRAJECTORY_MEAN,refit,33,4;5;11;16;24;25;27;34;35;38;43;49;52,7;8;9;12;15;22;29;31;37;39;42;44;46;51,True,8258900755089550907
OpenBMI,0,0,B2_TWO_TRAJECTORY_MEAN,refit,34,7;9;11;24;25;31;34;35;39;42;43;44;51,4;5;8;12;15;16;22;27;29;37;38;46;49;52,True,1032493271343309355
OpenBMI,0,0,B2_TWO_TRAJECTORY_MEAN,refit,35,4;8;9;11;29;31;34;39;43;46;49;51;52,5;7;12;15;16;22;24;25;27;35;37;38;42;44,True,5896962881094739278
OpenBMI,0,0,B2_TWO_TRAJECTORY_MEAN,refit,36,7;8;9;22;24;27;29;35;37;38;43;49;51,4;5;11;12;15;16;25;31;34;39;42;44;46;52,True,8454872879434210053
OpenBMI,0,0,B2_TWO_TRAJECTORY_MEAN,refit,37,4;5;16;24;25;37;38;39;43;44;46;49;52,7;8;9;11;12;15;22;27;29;31;34;35;42;51,True,2915899166194542181
OpenBMI,0,0,B2_TWO_TRAJECTORY_MEAN,refit,38,5;7;8;9;12;24;25;27;29;35;39;42;51,4;11;15;16;22;31;34;37;38;43;44;46;49;52,True,7347976680720118971
OpenBMI,0,0,B2_TWO_TRAJECTORY_MEAN,refit,39,4;8;9;15;16;24;27;29;31;34;39;42;51,5;7;11;12;22;25;35;37;38;43;44;46;49;52,True,5966630251410057551
OpenBMI,0,0,B2_TWO_TRAJECTORY_MEAN,refit,40,4;7;8;15;22;24;27;29;31;34;39;42;43,5;9;11;12;16;25;35;37;38;44;46;49;51;52,True,7377573833846227740
OpenBMI,0,0,B2_TWO_TRAJECTORY_MEAN,refit,41,5;8;11;16;22;24;29;35;39;43;46;51;52,4;7;9;12;15;25;27;31;34;37;38;42;44;49,True,3032178983304112388
OpenBMI,0,0,B2_TWO_TRAJECTORY_MEAN,refit,42,4;5;7;11;12;15;31;34;37;42;43;46;51,8;9;16;22;24;25;27;29;35;38;39;44;49;52,True,1295640005736098211
OpenBMI,0,0,B2_TWO_TRAJECTORY_MEAN,refit,43,4;8;9;12;15;24;27;29;31;38;43;44;49,5;7;11;16;22;25;34;35;37;39;42;46;51;52,True,221858766887464359
OpenBMI,0,0,B2_TWO_TRAJECTORY_MEAN,refit,44,7;11;12;16;22;25;29;34;35;38;39;42;44,4;5;8;9;15;24;27;31;37;43;46;49;51;52,True,1390391249714245768
OpenBMI,0,0,B2_TWO_TRAJECTORY_MEAN,refit,45,4;5;8;12;31;34;37;39;42;46;49;51;52,7;9;11;15;16;22;24;25;27;29;35;38;43;44,True,1323521433237904785
