protocol_id,source_alias,role,backbone,fold,seed,method,lambda,relative_path,bytes,sha256
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,unit_protocol,eegnet,0,0,,,runtime/runs/eegnet/fold-0/seed-0/UNIT_PROTOCOL.json,1737,967470fe7404e63543d378d854ca0700be475f2b04c9dc5f526d2c8655a2dbcc
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,frozen_head_checkpoint,eegnet,0,0,CORAL,0.01,runtime/runs/eegnet/fold-0/seed-0/checkpoints/coral__lambda-0.01.pt,145133,555af94b81a86064f73573c3746512454b9829f78165eb0a84f84a2438998858
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,frozen_head_checkpoint,eegnet,0,0,CORAL,0.1,runtime/runs/eegnet/fold-0/seed-0/checkpoints/coral__lambda-0.10.pt,145133,2cda45ba045c5de456dcf85900d7beaad7fa27a8d1459c4a6e149f663c9cc7b6
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,frozen_head_checkpoint,eegnet,0,0,CORAL,1.0,runtime/runs/eegnet/fold-0/seed-0/checkpoints/coral__lambda-1.00.pt,145133,d5cc18e82e8db7d0380459f5cdbd6ab22a80e8097f8c9182f780326dac51b467
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,frozen_head_checkpoint,eegnet,0,0,DANN,0.01,runtime/runs/eegnet/fold-0/seed-0/checkpoints/dann__lambda-0.01.pt,145038,0a8640dccbe5a2113e57ed67ba19ad28bf6e3b7d3e08837624144e8dd219bf76
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,frozen_head_checkpoint,eegnet,0,0,DANN,0.1,runtime/runs/eegnet/fold-0/seed-0/checkpoints/dann__lambda-0.10.pt,145038,5417a3a2b49efa926d07d37ec1a93d13937561b26c85b547cfaea4c2f49720d6
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,frozen_head_checkpoint,eegnet,0,0,DANN,1.0,runtime/runs/eegnet/fold-0/seed-0/checkpoints/dann__lambda-1.00.pt,145038,04cb889be0c3ffb444106201cb10db6c390c26da10805ace502ffcda9775f0a2
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,frozen_head_checkpoint,eegnet,0,0,ERM,0.0,runtime/runs/eegnet/fold-0/seed-0/checkpoints/erm__lambda-0.00.pt,145007,7c78a16d2fa519556333f6fe8d0a2b21fcc67697cfa033d43c0ee6d57c152e6d
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,frozen_head_checkpoint,eegnet,0,0,MMD,0.01,runtime/runs/eegnet/fold-0/seed-0/checkpoints/mmd__lambda-0.01.pt,145007,9382fc55178b0f4f308d7d3b684eb0c6352f993ffbc336f183ea2cbaee7a33af
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,frozen_head_checkpoint,eegnet,0,0,MMD,0.1,runtime/runs/eegnet/fold-0/seed-0/checkpoints/mmd__lambda-0.10.pt,145007,6321780e88acad1c85b8dbdaf21b0bd28aad3cc37f240302ca5367457c9161e3
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,frozen_head_checkpoint,eegnet,0,0,MMD,1.0,runtime/runs/eegnet/fold-0/seed-0/checkpoints/mmd__lambda-1.00.pt,145007,b080fb5391fa9cc43083440c551103574d451094672df09f6518b588b07416f1
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,evaluation_guard,eegnet,0,0,CORAL,0.01,runtime/runs/eegnet/fold-0/seed-0/evaluation/coral__lambda-0.01/EVALUATION_COMPLETE.json,611,92595f07806d1b2bd5452b4b3d91f22072083e43a32b4cfada324bb35b0eaac1
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,direction_table,eegnet,0,0,CORAL,0.01,runtime/runs/eegnet/fold-0/seed-0/evaluation/coral__lambda-0.01/directions.csv,2162,e1243dc38046b40f1fb66f3ee982ae6d1ef27ad65074ac0b240afd9c95976a6b
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,embedding_archive,eegnet,0,0,CORAL,0.01,runtime/runs/eegnet/fold-0/seed-0/evaluation/coral__lambda-0.01/embeddings.npz,1746160,836cb7c2b31db8b6c3522fcca0a0bdb20857ddea620e4b7e5c2b5c08325b4ecf
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,evaluation_guard,eegnet,0,0,CORAL,0.1,runtime/runs/eegnet/fold-0/seed-0/evaluation/coral__lambda-0.10/EVALUATION_COMPLETE.json,598,b66e02dcd22b78061188e2c4ec119b172380f06275c52801104460ec8e17b5ef
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,direction_table,eegnet,0,0,CORAL,0.1,runtime/runs/eegnet/fold-0/seed-0/evaluation/coral__lambda-0.10/directions.csv,2141,9008a51d72db4d405dafdc09ee16817147467b8f27b303da71d4244b18e2dc0c
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,embedding_archive,eegnet,0,0,CORAL,0.1,runtime/runs/eegnet/fold-0/seed-0/evaluation/coral__lambda-0.10/embeddings.npz,1746401,664b21797f8a34543039b1a21aa3bfed0b221552cc895dee4a632d0fd4bd9c7f
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,evaluation_guard,eegnet,0,0,CORAL,1.0,runtime/runs/eegnet/fold-0/seed-0/evaluation/coral__lambda-1.00/EVALUATION_COMPLETE.json,598,fb1a6a51f86f68dccfbd2aa5a8960ec5bf2537bf831176fe3ea0c7e466d20b42
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,direction_table,eegnet,0,0,CORAL,1.0,runtime/runs/eegnet/fold-0/seed-0/evaluation/coral__lambda-1.00/directions.csv,2143,5b3ab3b09225b88e4c58805b408f868acf3f5197bdace40142c6bb1969c86eb6
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,embedding_archive,eegnet,0,0,CORAL,1.0,runtime/runs/eegnet/fold-0/seed-0/evaluation/coral__lambda-1.00/embeddings.npz,1749962,1a8e852325834d80a4418fc80af20c03e8c43455721c88412ce238cfb9494498
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,evaluation_guard,eegnet,0,0,DANN,0.01,runtime/runs/eegnet/fold-0/seed-0/evaluation/dann__lambda-0.01/EVALUATION_COMPLETE.json,597,46ef19f16b04413edca75cc8f284e41643d788e3198fc3651cd9de6c5894d6bc
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,direction_table,eegnet,0,0,DANN,0.01,runtime/runs/eegnet/fold-0/seed-0/evaluation/dann__lambda-0.01/directions.csv,2137,93f04e3a4849a754bf14a6c96d427df2607b5b4af9bd2c3ff98b296bc1ea8f4f
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,embedding_archive,eegnet,0,0,DANN,0.01,runtime/runs/eegnet/fold-0/seed-0/evaluation/dann__lambda-0.01/embeddings.npz,1746602,cd2db723e5cb0f17d7c8bbd53fdbef4420f9cc654f8ee8b8534172360540f863
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,evaluation_guard,eegnet,0,0,DANN,0.1,runtime/runs/eegnet/fold-0/seed-0/evaluation/dann__lambda-0.10/EVALUATION_COMPLETE.json,599,786b5540ed1bbb039bac001e6f80040ec805a6477c9a4ac98a9730286fea9acf
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,direction_table,eegnet,0,0,DANN,0.1,runtime/runs/eegnet/fold-0/seed-0/evaluation/dann__lambda-0.10/directions.csv,2134,a94ad143b70b7d2fe2f24b9b90b19b52985dec4a72cdd0a66d333cbdc1ad7ba9
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,embedding_archive,eegnet,0,0,DANN,0.1,runtime/runs/eegnet/fold-0/seed-0/evaluation/dann__lambda-0.10/embeddings.npz,1747456,eade99d60ac4a983b7763556cbb8f93e3dbd07a6de7fdb5974b8b5b7bae54d3e
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,evaluation_guard,eegnet,0,0,DANN,1.0,runtime/runs/eegnet/fold-0/seed-0/evaluation/dann__lambda-1.00/EVALUATION_COMPLETE.json,598,7bee07dc225417b5824db46019d681d6d14d82b2992664b084c4b368bfbb186f
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,direction_table,eegnet,0,0,DANN,1.0,runtime/runs/eegnet/fold-0/seed-0/evaluation/dann__lambda-1.00/directions.csv,2147,9e5b6862f9d52f188fe80611324ee87bbd136503012681e763771206b7f7d3b3
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,embedding_archive,eegnet,0,0,DANN,1.0,runtime/runs/eegnet/fold-0/seed-0/evaluation/dann__lambda-1.00/embeddings.npz,1746264,f00cff1ca363def524861e4642dc4dcb2e0fb5606b7f0dda588d3399a46e6c60
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,evaluation_guard,eegnet,0,0,ERM,0.0,runtime/runs/eegnet/fold-0/seed-0/evaluation/erm__lambda-0.00/EVALUATION_COMPLETE.json,595,d56c1f9b3219709f829635dada93d43c322fa255242b837f7694084e6a57f739
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,direction_table,eegnet,0,0,ERM,0.0,runtime/runs/eegnet/fold-0/seed-0/evaluation/erm__lambda-0.00/directions.csv,2136,99149553ece0b575d54320ce9e2d4ad8336afca0149fd1b22e114bbbdb54ac16
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,embedding_archive,eegnet,0,0,ERM,0.0,runtime/runs/eegnet/fold-0/seed-0/evaluation/erm__lambda-0.00/embeddings.npz,1746429,8f6aa764f61e11494a164079cbde440796d716cca4508de6e085532b2329602c
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,evaluation_guard,eegnet,0,0,MMD,0.01,runtime/runs/eegnet/fold-0/seed-0/evaluation/mmd__lambda-0.01/EVALUATION_COMPLETE.json,609,1ac5c7a5ed44f3fb2626b77ecd1caeaccd4bd5b439e3f822b9bd462cd2181d29
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,direction_table,eegnet,0,0,MMD,0.01,runtime/runs/eegnet/fold-0/seed-0/evaluation/mmd__lambda-0.01/directions.csv,2132,8961b9af9e12652b00e700b0f46f39cf440bd291c473f9c27d0dc14d8673d5a8
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,embedding_archive,eegnet,0,0,MMD,0.01,runtime/runs/eegnet/fold-0/seed-0/evaluation/mmd__lambda-0.01/embeddings.npz,1746415,9c86a5826ad8011712cde67cf891a7eb1bebfb0b10fdf03766c14ad9804207de
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,evaluation_guard,eegnet,0,0,MMD,0.1,runtime/runs/eegnet/fold-0/seed-0/evaluation/mmd__lambda-0.10/EVALUATION_COMPLETE.json,597,da14a0d8f2c915f761fdff8eaa215524f15cee7c9292046d4c8333c6437ca31d
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,direction_table,eegnet,0,0,MMD,0.1,runtime/runs/eegnet/fold-0/seed-0/evaluation/mmd__lambda-0.10/directions.csv,2154,791a15140b33f10e34d05f94a2b614ab5bb7a5ac4b30bd40a5bf64f8418c1d7e
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,embedding_archive,eegnet,0,0,MMD,0.1,runtime/runs/eegnet/fold-0/seed-0/evaluation/mmd__lambda-0.10/embeddings.npz,1746066,232535a2e763b169a215a1caee4e1398c8b3459c869a7c5abcaecdc7de9212f6
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,evaluation_guard,eegnet,0,0,MMD,1.0,runtime/runs/eegnet/fold-0/seed-0/evaluation/mmd__lambda-1.00/EVALUATION_COMPLETE.json,594,79f27d1c37ff069e9929106ba4af2d18cd5bdda67bccde87549d38dd2e43014e
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,direction_table,eegnet,0,0,MMD,1.0,runtime/runs/eegnet/fold-0/seed-0/evaluation/mmd__lambda-1.00/directions.csv,2145,c1997aad2c19a43401625ebc843b0489639476144b9091d458bb4f7fcb0201b5
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,embedding_archive,eegnet,0,0,MMD,1.0,runtime/runs/eegnet/fold-0/seed-0/evaluation/mmd__lambda-1.00/embeddings.npz,1745803,78de973049ce83c2f5d2a3a99882d324516eb92a520456a1ccb1aeac2b4cc3f2
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,lambda_selection_freeze,eegnet,0,1,,,runtime/runs/eegnet/fold-0/seed-1/LAMBDA_SELECTION_FROZEN.json,1809,336b2b65339a3506b91eeaa9ef6fe0dd8ae2a0badb0c604d4a43ed1292fc6a97
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,unit_protocol,eegnet,0,1,,,runtime/runs/eegnet/fold-0/seed-1/UNIT_PROTOCOL.json,1747,fb715b68b6681074acf26dc6f8242b345d66c032e9937abfa4866bd3fa5c0364
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,frozen_head_checkpoint,eegnet,0,1,CORAL,0.01,runtime/runs/eegnet/fold-0/seed-1/checkpoints/coral__lambda-0.01.pt,145133,625d5c280d2d66f4a8c7802323c88ce528b0c7a241b0d70dcba35612a8aac28c
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,frozen_head_checkpoint,eegnet,0,1,CORAL,0.1,runtime/runs/eegnet/fold-0/seed-1/checkpoints/coral__lambda-0.10.pt,145133,e2b5776a9316da85c25eb8fe95b0f2c11186979a6afe2ef6ba57ab379d4029eb
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,frozen_head_checkpoint,eegnet,0,1,CORAL,1.0,runtime/runs/eegnet/fold-0/seed-1/checkpoints/coral__lambda-1.00.pt,145133,1b652431051c4413ecc907e0d494d481077a15e5dd42eca6ef484a7f8105bdd3
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,frozen_head_checkpoint,eegnet,0,1,DANN,0.01,runtime/runs/eegnet/fold-0/seed-1/checkpoints/dann__lambda-0.01.pt,145038,7038ab91694497a06a72e12d1aa53426e84b28a90f40941b632f4d650bcc1f08
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,frozen_head_checkpoint,eegnet,0,1,DANN,0.1,runtime/runs/eegnet/fold-0/seed-1/checkpoints/dann__lambda-0.10.pt,145038,f2e3e1f4a75006194b3319eae590e5d631a88e4f619633de88e0edc6b54d3a8b
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,frozen_head_checkpoint,eegnet,0,1,DANN,1.0,runtime/runs/eegnet/fold-0/seed-1/checkpoints/dann__lambda-1.00.pt,145038,d635fa6ae54a06527d27edcc97604fce1ecf58345add046e6fabf440ee3c38f0
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,frozen_head_checkpoint,eegnet,0,1,ERM,0.0,runtime/runs/eegnet/fold-0/seed-1/checkpoints/erm__lambda-0.00.pt,145007,b61af3654ade47a3f49e99adeff0900c427e56f47e0598d52ce673e9c591378b
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,frozen_head_checkpoint,eegnet,0,1,MMD,0.01,runtime/runs/eegnet/fold-0/seed-1/checkpoints/mmd__lambda-0.01.pt,145007,6375492c6c440d1074d654a319b68afabd334ec8a1b5de762275d43713632b1f
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,frozen_head_checkpoint,eegnet,0,1,MMD,0.1,runtime/runs/eegnet/fold-0/seed-1/checkpoints/mmd__lambda-0.10.pt,145007,4608f5631cd60287a0f464b8775114fac56c79f91d4ded7fff1ff727e080391e
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,frozen_head_checkpoint,eegnet,0,1,MMD,1.0,runtime/runs/eegnet/fold-0/seed-1/checkpoints/mmd__lambda-1.00.pt,145007,a948cba6a975e3f72f0069f440af64af2a572c945ed47a06d75532a168acf959
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,evaluation_guard,eegnet,0,1,CORAL,0.01,runtime/runs/eegnet/fold-0/seed-1/evaluation/coral__lambda-0.01/EVALUATION_COMPLETE.json,597,6a949b1a6671ece899e2fd5b6ae76bf6785b8b7a70acf26764dfc9c3dcdc88ed
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,direction_table,eegnet,0,1,CORAL,0.01,runtime/runs/eegnet/fold-0/seed-1/evaluation/coral__lambda-0.01/directions.csv,2161,cc9671e88314c6e33f738b214acd6be5227a2fea11d3859996b1f5d17df85cff
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,embedding_archive,eegnet,0,1,CORAL,0.01,runtime/runs/eegnet/fold-0/seed-1/evaluation/coral__lambda-0.01/embeddings.npz,1746189,e392d2532ddbde8b38646c934f9d3323806fe102a29b44bb40cd62938b07bdb6
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,evaluation_guard,eegnet,0,1,CORAL,0.1,runtime/runs/eegnet/fold-0/seed-1/evaluation/coral__lambda-0.10/EVALUATION_COMPLETE.json,596,47a2e0cf05a12fff103ee62c87af2a0002989ea39ce0abfaf39955247a85977e
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,direction_table,eegnet,0,1,CORAL,0.1,runtime/runs/eegnet/fold-0/seed-1/evaluation/coral__lambda-0.10/directions.csv,2118,119c4b1f191cec421f813afb6f300d3278535b21389e096291ef04013f534cc9
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,embedding_archive,eegnet,0,1,CORAL,0.1,runtime/runs/eegnet/fold-0/seed-1/evaluation/coral__lambda-0.10/embeddings.npz,1745915,bb0905889265c869c47c3b0bb5b1d356eb211e7fc7ba7ee1c95382d1337a0be8
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,evaluation_guard,eegnet,0,1,CORAL,1.0,runtime/runs/eegnet/fold-0/seed-1/evaluation/coral__lambda-1.00/EVALUATION_COMPLETE.json,596,1ebd175afdc734bdf01c34098d090b054965b901a799ffc073dc29af09bc9e40
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,direction_table,eegnet,0,1,CORAL,1.0,runtime/runs/eegnet/fold-0/seed-1/evaluation/coral__lambda-1.00/directions.csv,2123,b4f0c9ae6421f14768af5222691f12346bfd3fcaef08505b03808124681082c0
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,embedding_archive,eegnet,0,1,CORAL,1.0,runtime/runs/eegnet/fold-0/seed-1/evaluation/coral__lambda-1.00/embeddings.npz,1747085,278522d7bc61591b4b8926b2e478463be809cc297847dc48f8f358b8d4fd9a4f
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,evaluation_guard,eegnet,0,1,DANN,0.01,runtime/runs/eegnet/fold-0/seed-1/evaluation/dann__lambda-0.01/EVALUATION_COMPLETE.json,610,104ba61166220179171ef7ff7f93cb6541d52f5bc1595da1a517531749fcaf04
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,direction_table,eegnet,0,1,DANN,0.01,runtime/runs/eegnet/fold-0/seed-1/evaluation/dann__lambda-0.01/directions.csv,2155,7ee17af98f7ac7f9e910778fd5a6875e4266a31dee3ea7f1f7ce1b8ed7e43863
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,embedding_archive,eegnet,0,1,DANN,0.01,runtime/runs/eegnet/fold-0/seed-1/evaluation/dann__lambda-0.01/embeddings.npz,1746564,6859ae8e4af1eaa63199a75f60c4bbe064078e1cdee53d45da090a4533067fd8
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,evaluation_guard,eegnet,0,1,DANN,0.1,runtime/runs/eegnet/fold-0/seed-1/evaluation/dann__lambda-0.10/EVALUATION_COMPLETE.json,597,3392db83f65fe33c9449e3b65b5b8ea6d61a557e46d36c28005408cad2926fda
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,direction_table,eegnet,0,1,DANN,0.1,runtime/runs/eegnet/fold-0/seed-1/evaluation/dann__lambda-0.10/directions.csv,2121,da510c110899ab937a0780452d3442f9200f30ddb13697728de357380d72481b
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,embedding_archive,eegnet,0,1,DANN,0.1,runtime/runs/eegnet/fold-0/seed-1/evaluation/dann__lambda-0.10/embeddings.npz,1747132,734a7b70f67895aeae382a4a853ca24008b8e88d29329515809b1faae32439bd
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,evaluation_guard,eegnet,0,1,DANN,1.0,runtime/runs/eegnet/fold-0/seed-1/evaluation/dann__lambda-1.00/EVALUATION_COMPLETE.json,598,a4445d20920aeb4594b9711ba488fb90321ef84fe3770ca95e4b7e3e0592f865
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,direction_table,eegnet,0,1,DANN,1.0,runtime/runs/eegnet/fold-0/seed-1/evaluation/dann__lambda-1.00/directions.csv,2139,71d2c668544493362b1e6287f164358c7524ad083558695157260e3baedabf58
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,embedding_archive,eegnet,0,1,DANN,1.0,runtime/runs/eegnet/fold-0/seed-1/evaluation/dann__lambda-1.00/embeddings.npz,1746177,9cc912b846f1bca1f73ae805cce2281acb6aaf1a0b1103dee0c4744486ac9dd1
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,evaluation_guard,eegnet,0,1,ERM,0.0,runtime/runs/eegnet/fold-0/seed-1/evaluation/erm__lambda-0.00/EVALUATION_COMPLETE.json,594,74610ffb21bea54679a5975df6e738ad28434124b1bc00cefe54fd753307f088
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,direction_table,eegnet,0,1,ERM,0.0,runtime/runs/eegnet/fold-0/seed-1/evaluation/erm__lambda-0.00/directions.csv,2126,c27841e319d6f4fc26d0c6ceec57f31a9310d15e52879d92869014fd7c165a53
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,embedding_archive,eegnet,0,1,ERM,0.0,runtime/runs/eegnet/fold-0/seed-1/evaluation/erm__lambda-0.00/embeddings.npz,1746125,b9e381cae97a84eee1265da8fb9f4fa541bc24a95613f7e9169dbe9f2c5311a9
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,evaluation_guard,eegnet,0,1,MMD,0.01,runtime/runs/eegnet/fold-0/seed-1/evaluation/mmd__lambda-0.01/EVALUATION_COMPLETE.json,595,6e13d838bad70ce509f4cad596b34410b36b0c02ebbfcd9185f1c04dd862b4fd
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,direction_table,eegnet,0,1,MMD,0.01,runtime/runs/eegnet/fold-0/seed-1/evaluation/mmd__lambda-0.01/directions.csv,2151,3f511fa0be5c99bb2aac14f160f1cec7a5a9a2414de9d646f66a5a7592bed30f
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,embedding_archive,eegnet,0,1,MMD,0.01,runtime/runs/eegnet/fold-0/seed-1/evaluation/mmd__lambda-0.01/embeddings.npz,1746050,4df36c05d185f7aa9788cadacfbdd4a47c76f82f3eb99808225741fd9e510371
PERSIST_EEG_SUBJECT_LEVEL_D_VS_I_REANALYSIS_V1,OPENBMI_STRESS_HISTORICAL,evaluation_guard,eegnet,0,1,MMD,0.1,runtime/runs/eegnet/fold-0/seed-1/evaluation/mmd__lambda-0.10/EVALUATION_COMPLETE.json,607,e823ea3ee2b99955fe7faee9144b7d953e95e879e97b360b6e507cf5fdd943bd
